         usid   latitude   longitude                 cell  earfcndl
15528   15451  35.395167 -119.080850        CSL00722_9C_1      1125
15529   14548  33.917556 -117.323528        CSL24685_2B_1      1975
15530  145434  35.127767 -117.958792        CSL24442_7C_1      5780
15531   47884  35.314795 -119.037067      CSL21117_7B_2_E      9720
15532   48113  34.043314 -118.499158        CLL22243_7C_1      5780
15533   11990  33.785690 -118.201720        CLL22715_9A_1       850
15534  106332  33.645611 -117.722167        CLL23709_2C_1      1975
15535  164079  32.794169 -117.190964        CAL00880_9B_1       700
15536   25656  33.928750 -118.208611        CLL22641_7B_1      5780
15537   25804  33.895909 -117.863855        CLL23081_2B_1      1975
15538    9521  35.120592 -118.294129        CSL21811_9B_1      1125
15539   14548  33.917556 -117.323528        CSL24685_7B_1      5780
15540  164079  32.794169 -117.190964        CAL00880_9A_1       700
15541  133842  35.413542 -119.094314        CSL05632_7B_1      5780
15542   27355  35.353169 -119.035028        CSL21109_7C_1      5780
15543    9521  35.120592 -118.294129        CSL21811_7B_1      5780
15544  140609  35.361397 -118.984492        CSL00624_9B_2       775
15545  164079  32.794169 -117.190964        CAL00880_7A_1      5780
15546  140609  35.361397 -118.984492        CSL00624_9C_2       775
15547   12513  34.357056 -119.058028        CSL21495_9B_1       850
15548  164079  32.794169 -117.190964        CAL03880_3C_1      9820
15549  164079  32.794169 -117.190964        CAL03880_3C_1      9820
15550  164079  32.794169 -117.190964        CAL03880_7C_1      5780
15551   12513  34.357056 -119.058028        CSL21495_9C_1       850
15552  106332  33.645611 -117.722167        CLL23709_2B_1      1975
15553   15451  35.395167 -119.080850        CSL21094_9B_1      1125
15554   25656  33.928750 -118.208611        CLL22641_2B_1      1975
15555   25656  33.928750 -118.208611        CLL22641_2B_1      1975
15556   12434  33.696944 -117.860694        CLL23447_2C_1      1975
15557   27355  35.353169 -119.035028        CSL21109_9C_1      1125
15558  147743  33.669303 -117.652261        CLL03700_9A_1       850
15559   24289  34.025280 -118.319793        CLL02433_9C_1       850
15560   24388  34.197778 -118.535083        CLL01929_9B_1       850
15561   24388  34.197778 -118.535083        CLL01929_9C_1       850
15562   24249  35.425167 -118.818944        CSL01078_9A_2       775
15563   24388  34.197778 -118.535083        CLL21929_9A_1       850
15564  133615  34.094020 -118.365530        CLL02373_9B_1       850
15565   12458  33.722206 -117.800233        CLL00766_2C_1      1975
15566   12065  33.909250 -118.424167        CLL02600_9A_1       850
15567   24289  34.025280 -118.319793        CLL02433_9A_1       850
15568  100837  34.187772 -118.595411        CLL05998_9C_1       850
15569  100837  34.187772 -118.595411        CLL05998_9C_1       850
15570  100837  34.187772 -118.595411        CLL05998_7C_1      5780
15571  116699  35.341892 -119.007547        CSL02158_9C_2       775
15572  100837  34.187772 -118.595411        CLL05998_2C_1      1975
15573  100837  34.187772 -118.595411        CLL05998_2C_1      1975
15574   87087  33.940667 -117.251944        CSL04663_9C_1       850
15575   24289  34.025280 -118.319793        CLL22433_9B_1       850
15576   24249  35.425167 -118.818944        CSL21078_9B_2       775
15577   87087  33.940667 -117.251944        CSL04663_9A_1       850
15578  133842  35.413542 -119.094314        CSL05632_9B_1      1125
15579   12458  33.722206 -117.800233        CLL00766_7C_1      5780
15580  133615  34.094020 -118.365530        CLL22373_9C_1       850
15581  116699  35.341892 -119.007547        CSL06240_9B_2       775
15582   12458  33.722206 -117.800233        CLL00766_9C_1       850
15583   87087  33.940667 -117.251944        CSL24663_9B_1       850
15584  133615  34.094020 -118.365530        CLL02373_9A_1       850
15585  133615  34.094020 -118.365530        CLL02373_9A_1       850
15586  116699  35.341892 -119.007547        CSL26240_9A_2       775
15587  147743  33.669303 -117.652261        CLL03700_9B_1       850
15588   83965  33.888000 -118.234139        CLL02637_9B_1       850
15589   85296  35.340178 -119.033014        CSL01151_9A_2       775
15590   50910  34.090503 -118.089039        CLL25870_9B_1       850
15591   83965  33.888000 -118.234139        CLL02637_9A_1       850
15592   12051  33.932111 -118.344889      CLL22617_7A_2_E      9720
15593   12051  33.932111 -118.344889      CLL22617_7A_2_E      9720
15594   39144  34.563111 -117.403556        CSL04054_9A_1       850
15595   51165  34.219000 -118.448444      CLL05236_7A_2_E      9720
15596   39144  34.563111 -117.403556        CSL04054_9C_1       850
15597   50910  34.090503 -118.089039        CLL05870_9A_1       850
15598   51165  34.219000 -118.448444      CLL08489_7C_2_E      9720
15599   50910  34.090503 -118.089039        CLL05870_9C_1       850
15600   39144  34.563111 -117.403556        CSL04054_9B_1       850
15601   12051  33.932111 -118.344889      CLL02617_7B_2_E      9720
15602   85296  35.340178 -119.033014        CSL00029_9B_2       775
15603   51165  34.219000 -118.448444      CLL25236_7B_2_E      9720
15604   14548  33.917556 -117.323528        CSL04685_9C_1       850
15605   14548  33.917556 -117.323528        CSL04685_9A_1       850
15606   14548  33.917556 -117.323528        CSL24685_9B_1       850
15607  122916  35.386008 -119.195942        CSL21178_9B_2       775
15608   85296  35.340178 -119.033014        CSL21151_9C_2       775
15609   24345  34.009535 -118.080443        CLL23003_2C_1      1975
15610   24345  34.009535 -118.080443        CLL23003_2C_1      1975
15611  122916  35.386008 -119.195942        CSL01178_9A_2       775
15612   86511  34.114830 -118.160358        CLL25846_9C_1       850
15613   12448  33.595611 -117.740083        CLL23859_2B_1      1975
15614    9532  35.455278 -118.872028        CSL21080_7C_1      5780
15615   12102  34.165694 -118.150083        CLL25807_7A_1      5780
15616   24345  34.009535 -118.080443        CLL23003_7C_1      5780
15617   24345  34.009535 -118.080443        CLL23003_7C_1      5780
15618   86511  34.114830 -118.160358        CLL25846_7C_1      5780
15619   12161  34.028972 -118.030417        CLL23000_7C_1      5780
15620   12161  34.028972 -118.030417        CLL23000_7C_1      5780
15621   12448  33.595611 -117.740083        CLL23859_7B_1      5780
15622   51664  33.997306 -118.433597        CLL22286_7B_1      5780
15623  123236  35.376865 -118.950356        CSL02916_7C_1      5780
15624   48938  34.116667 -118.464167        CLL25410_7A_1      5780
15625  104245  34.399980 -118.551430        CLL21876_7B_1      5780
15626   25631  34.066111 -117.522528        CSL24477_7C_1      5780
15627   12102  34.165694 -118.150083        CLL25807_2A_1      1975
15628   12505  34.214581 -119.044139        CSL21534_7C_1      5780
15629   24345  34.009535 -118.080443        CLL23003_2B_1      1975
15630  122916  35.386008 -119.195942        CSL01178_9C_2       775
15631  123236  35.376865 -118.950356        CSL02916_9C_1      1125
15632  104245  34.399980 -118.551430        CLL21876_2B_1      1975
15633   48938  34.116667 -118.464167        CLL25410_2B_1      1975
15634   48938  34.116667 -118.464167        CLL25410_2B_1      1975
15635   48938  34.116667 -118.464167        CLL25410_2A_1      1975
15636  100323  33.827858 -117.817436        CLL03726_9C_1       850
15637   25631  34.066111 -117.522528        CSL24477_2C_1      1975
15638   12161  34.028972 -118.030417        CLL03000_2A_1      1975
15639   24345  34.009535 -118.080443        CLL23003_2A_1      1975
15640   24345  34.009535 -118.080443        CLL23003_2A_1      1975
15641   12458  33.722206 -117.800233      CLL03664_7B_2_E      9720
15642   48229  33.589889 -117.698917        CLL03837_9A_1       850
15643  122770  34.138133 -118.101231        CLL25814_9C_1       850
15644   25796  33.671000 -117.969611        CLL23439_9C_1       850
15645   48229  33.589889 -117.698917        CLL03837_9C_1       850
15646   25796  33.671000 -117.969611        CLL03439_9B_1       850
15647  112946  33.850833 -117.569444        CSL04465_9A_1       850
15648   12458  33.722206 -117.800233      CLL00766_7C_2_E      9720
15649   43331  34.135500 -117.336167        CSL04104_9C_1       850
15650   25796  33.671000 -117.969611        CLL03439_9A_1       850
15651    9530  35.377778 -119.017500        CSL01101_9A_1      1125
15652   16458  34.122667 -118.105000        CLL05841_9B_1       850
15653   12458  33.722206 -117.800233      CLL23664_7A_2_E      9720
15654  112946  33.850833 -117.569444        CSL04465_9B_1       850
15655   48229  33.589889 -117.698917        CLL23837_9B_1       850
15656    9530  35.377778 -119.017500        CSL21101_9B_2       775
15657   43331  34.135500 -117.336167        CSL04104_9A_1       850
15658   16458  34.122667 -118.105000        CLL25841_9A_1       850
15659  122770  34.138133 -118.101231        CLL05814_9B_1       850
15660   43331  34.135500 -117.336167        CSL04104_9B_1       850
15661   16458  34.122667 -118.105000        CLL05841_9C_1       850
15662  122770  34.138133 -118.101231        CLL05814_9A_1       850
15663   97724  34.111636 -118.291025        CLL05153_3C_1      9820
15664   97724  34.111636 -118.291025        CLL05153_3C_1      9820
15665   12134  34.063444 -118.168111        CLL05886_9C_1       850
15666   12434  33.696944 -117.860694        CLL23447_9C_1       850
15667   12070  33.763575 -118.391861        CLL22897_9C_1       850
15668  136614  34.190692 -119.194242        CSL06431_9A_1       850
15669  136614  34.190692 -119.194242        CSL06431_9A_1       850
15670  100264  33.730028 -117.978417        CLL23422_3B_1      9820
15671  100264  33.730028 -117.978417        CLL03422_3C_1      9820
15672   85296  35.340178 -119.033014      CSL21151_7C_2_E      9720
15673   12070  33.763575 -118.391861        CLL02897_9B_1       850
15674  101410  33.831250 -118.027417        CLL23329_3A_1      9820
15675  106332  33.645611 -117.722167        CLL03709_9C_1       850
15676  100264  33.730028 -117.978417        CLL03422_3A_1      9820
15677   12434  33.696944 -117.860694        CLL03447_9A_1       850
15678  101694  34.144111 -117.948528        CLL04363_9A_1       850
15679  106332  33.645611 -117.722167        CLL03709_9A_1       850
15680   12070  33.763575 -118.391861        CLL02897_9A_1       850
15681   25804  33.895909 -117.863855        CLL03081_9A_1       850
15682   25804  33.895909 -117.863855        CLL03081_9A_1       850
15683   48265  34.196685 -118.931342        CSL01661_3B_1      9820
15684   25804  33.895909 -117.863855        CLL23081_9B_1       850
15685  101694  34.144111 -117.948528        CLL04363_9C_1       850
15686  101694  34.144111 -117.948528        CLL04363_9C_1       850
15687   51181  34.156222 -118.440876        CLL05287_9C_1       850
15688  136614  34.190692 -119.194242        CSL06431_9C_1       850
15689  148785  35.429717 -119.074300        CSL04202_9C_2       775
15690   85296  35.340178 -119.033014      CSL00029_7B_2_E      9720
15691  123198  35.293183 -119.101581        CSL01185_9B_2       775
15692  160229  33.920611 -118.407472        CLL01243_3B_1      9820
15693   12134  34.063444 -118.168111        CLL05886_9B_1       850
15694   12134  34.063444 -118.168111        CLL05886_9B_1       850
15695   88263  34.034833 -117.630611        CSL04420_9B_1       850
15696   12134  34.063444 -118.168111        CLL25886_9A_1       850
15697  136614  34.190692 -119.194242        CSL06431_9B_1       850
15698   85296  35.340178 -119.033014      CSL01151_7A_2_E      9720
15699   12538  34.281028 -119.087472        CSL01528_9B_1       850
15700   48265  34.196685 -118.931342        CSL01661_3A_1      9820
15701  106332  33.645611 -117.722167        CLL23709_9B_1       850
15702   12434  33.696944 -117.860694        CLL03447_9B_1       850
15703  148785  35.429717 -119.074300        CSL04202_9B_2       775
15704   51181  34.156222 -118.440876        CLL05287_9A_1       850
15705   51181  34.156222 -118.440876        CLL05287_9A_1       850
15706   12538  34.281028 -119.087472        CSL01528_9A_1       850
15707   25804  33.895909 -117.863855        CLL03081_9C_1       850
15708  136614  34.190692 -119.194242        CSL06431_7B_1      5780
15709  122911  35.432258 -119.143883      CSL21177_7B_2_E      9720
15710  122911  35.432258 -119.143883      CSL01177_7A_2_E      9720
15711  136614  34.190692 -119.194242        CSL06431_7A_1      5780
15712  122911  35.432258 -119.143883      CSL02920_7C_2_E      9720
15713  136614  34.190692 -119.194242        CSL06431_7C_1      5780
15714   46846  34.185667 -118.475417        CLL25265_7C_1      5780
15715   12464  33.631639 -117.838417        CLL23482_2A_1      1975
15716   12464  33.631639 -117.838417        CLL23482_2A_1      1975
15717    9548  35.330528 -119.038667        CSL00023_7C_1      5780
15718   12143  33.902083 -117.985917        CLL23103_7A_1      5780
15719   43711  34.074083 -118.195528        CLL00841_9C_1       850
15720   12464  33.631639 -117.838417        CLL23482_7A_1      5780
15721   14596  34.835831 -118.873131        CSL21606_7B_1      5780
15722   14596  34.835831 -118.873131        CSL21606_9B_1      1125
15723   25629  34.001806 -117.650083        CSL24428_2C_1      1975
15724    9548  35.330528 -119.038667        CSL21116_9B_1      1125
15725   11804  34.179417 -118.310000        CLL04447_2C_1      1975
15726   11804  34.179417 -118.310000        CLL04447_9C_1       850
15727   43711  34.074083 -118.195528        CLL00841_2C_1      1975
15728   43711  34.074083 -118.195528        CLL00841_7C_1      5780
15729   43711  34.074083 -118.195528        CLL00841_7C_1      5780
15730   43711  34.074083 -118.195528        CLL25860_7B_1      5780
15731   43711  34.074083 -118.195528        CLL25860_7B_1      5780
15732    9548  35.330528 -119.038667        CSL21116_7B_1      5780
15733   12143  33.902083 -117.985917        CLL23103_2A_1      1975
